10	1	False	1337	0.117142857143	0.1145
10	2	False	1337	0.117775510204	0.1124
10	3	False	1337	0.121306122449	0.1181
10	4	False	1337	0.125040816327	0.1265
10	5	False	1337	0.122734693878	0.1196
10	6	False	1337	0.125367346939	0.1231
10	7	False	1337	0.124183673469	0.1207
10	8	False	1337	0.132510204082	0.1302
10	9	False	1337	0.123346938776	0.1262
10	10	False	1337	0.121836734694	0.1181
20	2	False	1337	0.132857142857	0.1269
20	4	False	1337	0.133224489796	0.1295
20	6	False	1337	0.131183673469	0.1259
20	8	False	1337	0.130775510204	0.1291
20	10	False	1337	0.131591836735	0.1298
20	12	False	1337	0.137979591837	0.1328
20	14	False	1337	0.137326530612	0.1341
20	16	False	1337	0.131102040816	0.1244
20	18	False	1337	0.134081632653	0.1273
20	20	False	1337	0.123142857143	0.1194
50	5	False	1337	0.157918367347	0.1544
50	10	False	1337	0.166673469388	0.1651
50	15	False	1337	0.159326530612	0.1488
50	20	False	1337	0.156102040816	0.1518
50	25	False	1337	0.158183673469	0.1578
50	30	False	1337	0.157734693878	0.1499
50	35	False	1337	0.159693877551	0.1565
50	40	False	1337	0.157	0.1535
50	45	False	1337	0.156612244898	0.1492
50	50	False	1337	0.135326530612	0.1308
100	1	False	1337	0.158591836735	0.149
100	2	False	1337	0.171612244898	0.1686
100	3	False	1337	0.175224489796	0.1647
100	4	False	1337	0.184265306122	0.1678
100	5	False	1337	0.182918367347	0.1726
100	6	False	1337	0.180775510204	0.1806
100	7	False	1337	0.186897959184	0.1768
100	8	False	1337	0.183755102041	0.1694
100	9	False	1337	0.180816326531	0.1697
100	10	False	1337	0.185408163265	0.1747
100	11	False	1337	0.193836734694	0.1828
100	12	False	1337	0.193428571429	0.1849
100	13	False	1337	0.19587755102	0.1962
100	14	False	1337	0.185326530612	0.1719
100	15	False	1337	0.195489795918	0.1822
100	16	False	1337	0.184142857143	0.1804
100	17	False	1337	0.18512244898	0.1705
100	18	False	1337	0.190979591837	0.185
100	19	False	1337	0.187387755102	0.1829
100	20	False	1337	0.184836734694	0.176
100	21	False	1337	0.193530612245	0.1805
100	22	False	1337	0.192020408163	0.1796
100	23	False	1337	0.18912244898	0.1791
100	24	False	1337	0.186428571429	0.1728
100	25	False	1337	0.19012244898	0.1834
100	26	False	1337	0.190612244898	0.1747
100	27	False	1337	0.193816326531	0.1893
100	28	False	1337	0.196081632653	0.1915
100	29	False	1337	0.192469387755	0.1807
100	30	False	1337	0.190755102041	0.1782
100	31	False	1337	0.189734693878	0.1765
100	32	False	1337	0.189306122449	0.1758
100	33	False	1337	0.194775510204	0.1896
100	34	False	1337	0.189571428571	0.1742
100	35	False	1337	0.190040816327	0.1762
100	36	False	1337	0.188795918367	0.1843
100	37	False	1337	0.183795918367	0.1661
100	38	False	1337	0.188632653061	0.1767
100	39	False	1337	0.198673469388	0.1944
100	40	False	1337	0.188142857143	0.1813
100	41	False	1337	0.187979591837	0.1779
100	42	False	1337	0.187510204082	0.1726
100	43	False	1337	0.191102040816	0.1809
100	44	False	1337	0.187265306122	0.174
100	45	False	1337	0.186346938776	0.178
100	46	False	1337	0.19312244898	0.1818
100	47	False	1337	0.182367346939	0.1694
100	48	False	1337	0.195653061224	0.1871
100	49	False	1337	0.19187755102	0.1786
100	50	False	1337	0.198387755102	0.1849
100	51	False	1337	0.180428571429	0.1718
100	52	False	1337	0.187571428571	0.1714
100	53	False	1337	0.190551020408	0.1853
100	54	False	1337	0.186734693878	0.1751
100	55	False	1337	0.188346938776	0.1762
100	56	False	1337	0.188795918367	0.1813
100	57	False	1337	0.19006122449	0.1806
100	58	False	1337	0.190795918367	0.1775
